Token	Language	Anglicism
su	Spn	no
padre	Spn	no
.	PUNCT	no
A	Spn	no
los	Spn	no
38	NUM	no
años	Spn	no
,	PUNCT	no
Facundo	Spn	no
es	Spn	no
el	Spn	no
cantante	Spn	no
y	Spn	no
compositor	Spn	no
de	Spn	no
Pista	Spn	no
2	NUM	no
,	PUNCT	no
la	Spn	no
banda	Spn	no
de	Spn	no
rock	Eng-UnadaptedAng	yes
que	Spn	no
este	Spn	no
año	Spn	no
editó	Spn	no
su	Spn	no
segundo	Spn	no
álbum	Spn	no
,	PUNCT	no
Infierno	Spn	no
a	Spn	no
la	Spn	no
carta	Spn	no
,	PUNCT	no
y	Spn	no
más	Spn	no
allá	Spn	no
de	Spn	no
su	Spn	no
familiar	Spn	no
vínculo	Spn	no
con	Spn	no
el	Spn	no
poder	Spn	no
,	PUNCT	no
se	Spn	no
autoproclama	Spn	no
bohemio	Spn	no
por	Spn	no
naturaleza	Spn	no
:	PUNCT	no
'	PUNCT	no
La	Spn	no
música	Spn	no
es	Spn	no
el	Spn	no
motor	Spn	no
de	Spn	no
mi	Spn	no
vida	Spn	no
,	PUNCT	no
lo	Spn	no
único	Spn	no
que	Spn	no
me	Spn	no
motiva	Spn	no
y	Spn	no
que	Spn	no
me	Spn	no
hace	Spn	no
levantar	Spn	no
todos	Spn	no
los	Spn	no
días	Spn	no
.	PUNCT	no
Yo	Spn	no
creo	Spn	no
que	Spn	no
el	Spn	no
arte	Spn	no
elige	Spn	no
a	Spn	no
las	Spn	no
personas	Spn	no
,	PUNCT	no
y	Spn	no
no	Spn	no
al	Spn	no
revés	Spn	no
'	PUNCT	no
.	PUNCT	no
Dice	Spn	no
que	Spn	no
hizo	Spn	no
canciones	Spn	no
desde	Spn	no
siempre	Spn	no
,	PUNCT	no
que	Spn	no
armó	Spn	no
y	Spn	no
desarmó	Spn	no
bandas	Spn	no
una	Spn	no
y	Spn	no
otra	Spn	no
vez	Spn	no
,	PUNCT	no
y	Spn	no
que	Spn	no
luego	Spn	no
de	Spn	no
un	Spn	no
sinfín	Spn	no
de	Spn	no
idas	Spn	no
y	Spn	no
venidas	Spn	no
entre	Spn	no
Santa	Spn	no
Cruz	Spn	no
y	Spn	no
Buenos	Spn	no
Aires	Spn	no
,	PUNCT	no
hace	Spn	no
diez	Spn	no
años	Spn	no
decidió	Spn	no
radicarse	Spn	no
aquí	Spn	no
para	Spn	no
pegar	Spn	no
el	Spn	no
salto	Spn	no
.	PUNCT	no
'	PUNCT	no
Cuando	Spn	no
era	Spn	no
pibe	Spn	no
,	PUNCT	no
pensaba	Spn	no
que	Spn	no
tenía	Spn	no
que	Spn	no
grabar	Spn	no
un	Spn	no
disco	Spn	no
para	Spn	no
hacernos	Spn	no
conocidos	Spn	no
.	PUNCT	no
Grabé	Spn	no
el	Spn	no
disco	Spn	no
y	Spn	no
no	Spn	no
pasó	Spn	no
nada	Spn	no
.	PUNCT	no
Tengo	Spn	no
que	Spn	no
ir	Spn	no
a	Spn	no
Buenos	Spn	no
Aires	Spn	no
con	Spn	no
el	Spn	no
disco	Spn	no
.	PUNCT	no
Vine	Spn	no
a	Spn	no
Buenos	Spn	no
Aires	Spn	no
y	Spn	no
no	Spn	no
pasó	Spn	no
nada	Spn	no
.	PUNCT	no
Ya	Spn	no
sé	Spn	no
,	PUNCT	no
lo	Spn	no
tienen	Spn	no
que	Spn	no
pasar	Spn	no
por	Spn	no
la	Spn	no
radio	Spn	no
.	PUNCT	no
Lo	Spn	no
pasaron	Spn	no
por	Spn	no
la	Spn	no
radio	Spn	no
y	Spn	no
tampoco	Spn	no
pasó	Spn	no
nada	Spn	no
.	PUNCT	no
Ahora	Spn	no
voy	Spn	no
por	Spn	no
el	Spn	no
paso	Spn	no
de	Spn	no
pegar	Spn	no
un	Spn	no
hit	Eng-UnadaptedAng	yes
,	PUNCT	no
pero	Spn	no
si	Spn	no
no	Spn	no
ocurre	Spn	no
,	PUNCT	no
no	Spn	no
me	Spn	no
importa	Spn	no
.	PUNCT	no
Ya	Spn	no
soy	Spn	no
grandecito	Spn	no
y	Spn	no
lo	Spn	no
único	Spn	no
que	Spn	no
quiero	Spn	no
es	Spn	no
cantar	Spn	no
y	Spn	no
tocar	Spn	no
.	PUNCT	no
Cuando	Spn	no
tenga	Spn	no
la	Spn	no
edad	Spn	no
de	Spn	no
Alejandro	Spn	no
Medina	Spn	no
,	PUNCT	no
quiero	Spn	no
hacer	Spn	no
como	Spn	no
él	Spn	no
,	PUNCT	no
que	Spn	no
sigue	Spn	no
tocando	Spn	no
,	PUNCT	no
sea	Spn	no
donde	Spn	no
sea	Spn	no
.	PUNCT	no
'	PUNCT	no
La	Spn	no
referencia	Spn	no
del	Spn	no
ex	Spn	no
Manal	Spn	no
no	Spn	no
es	Spn	no
casual	Spn	no
.	PUNCT	no
Facundo	Spn	no
cumplió	Spn	no
el	Spn	no
sueño	Spn	no
de	Spn	no
conocer	Spn	no
a	Spn	no
varios	Spn	no
de	Spn	no
sus	Spn	no
ídolos	Spn	no
de	Spn	no
infancia	Spn	no
,	PUNCT	no
con	Spn	no
los	Spn	no
que	Spn	no
semana	Spn	no
tras	Spn	no
semana	Spn	no
ahora	Spn	no
se	Spn	no
encuentra	Spn	no
para	Spn	no
zapar	Spn	no
.	PUNCT	no
'	PUNCT	no
Me	Spn	no
junto	Spn	no
con	Spn	no
Medina	Spn	no
,	PUNCT	no
Alambre	Spn	no
González	Spn	no
,	PUNCT	no
«	PUNCT	no
El	Spn	no
Bolsa	Spn	no
»	PUNCT	no
González	Spn	no
,	PUNCT	no
Chizzo	Spn	no
y	Spn	no
Tete	Spn	no
,	PUNCT	no
de	Spn	no
La	Spn	no
Renga	Spn	no
.	PUNCT	no
De	Spn	no
ellos	Spn	no
aprendo	Spn	no
mucho	Spn	no
.	PUNCT	no
¡	PUNCT	no
Cómo	Spn	no
es	Spn	no
la	Spn	no
vida	Spn	no
de	Spn	no
loca	Spn	no
!	PUNCT	no
Yo	Spn	no
vivía	Spn	no
con	Spn	no
los	Spn	no
pingüinos	Spn	no
en	Spn	no
la	Spn	no
loma	Spn	no
del	Spn	no
culo	Spn	no
y	Spn	no
todo	Spn	no
lo	Spn	no
que	Spn	no
pasaba	Spn	no
en	Spn	no
Buenos	Spn	no
Aires	Spn	no
era	Spn	no
algo	Spn	no
inalcanzable	Spn	no
.	PUNCT	no
Cuando	Spn	no
era	Spn	no
chico	Spn	no
,	PUNCT	no
La	Spn	no
Renga	Spn	no
era	Spn	no
lo	Spn	no
más	Spn	no
y	Spn	no
ahora	Spn	no
me	Spn	no
puedo	Spn	no
dar	Spn	no
el	Spn	no
gusto	Spn	no
de	Spn	no
tocar	Spn	no
con	Spn	no
ellos	Spn	no
.	PUNCT	no
'	PUNCT	no
En	Spn	no
el	Spn	no
álbum	Spn	no
debut	Spn	no
de	Spn	no
Pista	Spn	no
2	NUM	no
,	PUNCT	no
Palpa	Spn	no
Pega	Spn	no
,	PUNCT	no
de	Spn	no
2009	NUM	no
,	PUNCT	no
también	Spn	no
se	Spn	no
dio	Spn	no
...	PUNCT	no
el	Spn	no
gusto	Spn	no
de	Spn	no
grabar	Spn	no
junto	Spn	no
con	Spn	no
'	PUNCT	no
Pity	Spn	no
'	PUNCT	no
Álvarez	Spn	no
,	PUNCT	no
de	Spn	no
Viejas	Spn	no
Locas	Spn	no
.	PUNCT	no
'	PUNCT	no
Me	Spn	no
gusta	Spn	no
mucho	Spn	no
lo	Spn	no
que	Spn	no
piensa	Spn	no
...	PUNCT	no
cuando	Spn	no
piensa	Spn	no
'	PUNCT	no
,	PUNCT	no
asegura	Spn	no
.	PUNCT	no
Mientras	Spn	no
ultima	Spn	no
los	Spn	no
detalles	Spn	no
del	Spn	no
video	Spn	no
del	Spn	no
nuevo	Spn	no
corte	Spn	no
del	Spn	no
álbum	Spn	no
,	PUNCT	no
'	PUNCT	no
Cocinado	Spn	no
'	PUNCT	no
,	PUNCT	no
Facundo	Spn	no
asegura	Spn	no
que	Spn	no
recién	Spn	no
ahora	Spn	no
encontró	Spn	no
un	Spn	no
equipo	Spn	no
de	Spn	no
trabajo	Spn	no
con	Spn	no
el	Spn	no
que	Spn	no
siente	Spn	no
que	Spn	no
la	Spn	no
banda	Spn	no
puede	Spn	no
llegar	Spn	no
a	Spn	no
despegar	Spn	no
.	PUNCT	no
'	PUNCT	no
Le	Spn	no
tengo	Spn	no
mucha	Spn	no
fe	Spn	no
al	Spn	no
disco	Spn	no
y	Spn	no
,	PUNCT	no
por	Spn	no
primera	Spn	no
vez	Spn	no
,	PUNCT	no
siento	Spn	no
que	Spn	no
la	Spn	no
gente	Spn	no
está	Spn	no
tomando	Spn	no
en	Spn	no
serio	Spn	no
lo	Spn	no
que	Spn	no
hago	Spn	no
.	PUNCT	no
Yo	Spn	no
soy	Spn	no
una	Spn	no
persona	Spn	no
que	Spn	no
necesita	Spn	no
mucho	Spn	no
de	Spn	no
la	Spn	no
aprobación	Spn	no
del	Spn	no
otro	Spn	no
'	PUNCT	no
,	PUNCT	no
confiesa	Spn	no
,	PUNCT	no
y	Spn	no
concluye	Spn	no
:	PUNCT	no
'	PUNCT	no
Este	Spn	no
álbum	Spn	no
está	Spn	no
grabado	Spn	no
como	Spn	no
una	Spn	no
zapada	Spn	no
.	PUNCT	no
Alambre	Spn	no
me	Spn	no
ayudó	Spn	no
a	Spn	no
conseguir	Spn	no
unos	Spn	no
músicos	Spn	no
muy	Spn	no
buenos	Spn	no
y	Spn	no
grabaron	Spn	no
sin	Spn	no
conocer	Spn	no
los	Spn	no
temas	Spn	no
.	PUNCT	no
Todo	Spn	no
se	Spn	no
hizo	Spn	no
ahí	Spn	no
en	Spn	no
el	Spn	no
estudio	Spn	no
.	PUNCT	no
Yo	Spn	no
les	Spn	no
voy	Spn	no
más	Spn	no
a	Spn	no
las	Spn	no
letras	Spn	no
,	PUNCT	no
en	Spn	no
cuanto	Spn	no
a	Spn	no
la	Spn	no
música	Spn	no
no	Spn	no
me	Spn	no
interesa	Spn	no
tocar	Spn	no
difícil	Spn	no
.	PUNCT	no
Es	Spn	no
una	Spn	no
banda	Spn	no
de	Spn	no
canciones	Spn	no
que	Spn	no
no	Spn	no
hay	Spn	no
que	Spn	no
complicarla	Spn	no
metiendo	Spn	no
vericuetos	Spn	no
musicales	Spn	no
'	PUNCT	no
..	PUNCT	no
Una	Spn	no
imagen	Spn	no
de	Spn	no
la	Spn	no
fiesta	Spn	no
.	PUNCT	no
Foto	Spn	no
:	PUNCT	no
Twitter	Eng-NE	no
@	PUNCT	no
patriloeUna	X	no
joven	Spn	no
de	Spn	no
17	NUM	no
años	Spn	no
aplastada	Spn	no
el	Spn	no
jueves	Spn	no
en	Spn	no
una	Spn	no
avalancha	Spn	no
ocurrida	Spn	no
en	Spn	no
un	Spn	no
estadio	Spn	no
de	Spn	no
Madrid	Spn	no
transformado	Spn	no
en	Spn	no
sala	Spn	no
de	Spn	no
fiestas	Spn	no
para	Spn	no
la	Spn	no
noche	Spn	no
de	Spn	no
Halloween	Eng-NE	no
murió	Spn	no
este	Spn	no
sábado	Spn	no
,	PUNCT	no
con	Spn	no
lo	Spn	no
que	Spn	no
ya	Spn	no
son	Spn	no
cuatro	Spn	no
las	Spn	no
víctimas	Spn	no
mortales	Spn	no
de	Spn	no
la	Spn	no
tragedia	Spn	no
,	PUNCT	no
anunció	Spn	no
una	Spn	no
radio	Spn	no
española	Spn	no
.	PUNCT	no
La	Spn	no
joven	Spn	no
se	Spn	no
encontraba	Spn	no
hospitalizada	Spn	no
en	Spn	no
estado	Spn	no
crítico	Spn	no
tras	Spn	no
la	Spn	no
estampida	Spn	no
ocurrida	Spn	no
el	Spn	no
jueves	Spn	no
de	Spn	no
madrugada	Spn	no
en	Spn	no
el	Spn	no
estadio	Spn	no
Madrid	Spn	no
Arena	Spn	no
,	PUNCT	no
que	Spn	no
ya	Spn	no
costó	Spn	no
la	Spn	no
vida	Spn	no
a	Spn	no
otras	Spn	no
tres	Spn	no
chicas	Spn	no
.	PUNCT	no
Según	Spn	no
Radio	Spn	no
Nacional	Spn	no
de	Spn	no
España	Spn	no
,	PUNCT	no
que	Spn	no
cita	Spn	no
fuentes	Spn	no
sanitarias	Spn	no
,	PUNCT	no
la	Spn	no
nueva	Spn	no
víctima	Spn	no
falleció	Spn	no
la	Spn	no
mañana	Spn	no
de	Spn	no
este	Spn	no
sábado	Spn	no
.	PUNCT	no
Otra	Spn	no
muchacha	Spn	no
también	Spn	no
herida	Spn	no
en	Spn	no
la	Spn	no
avalancha	Spn	no
sigue	Spn	no
hospitalizada	Spn	no
en	Spn	no
estado	Spn	no
grave	Spn	no
.	PUNCT	no
Según	Spn	no
la	Spn	no
policía	Spn	no
,	PUNCT	no
la	Spn	no
estampida	Spn	no
se	Spn	no
produjo	Spn	no
a	Spn	no
causa	Spn	no
del	Spn	no
lanzamiento	Spn	no
de	Spn	no
petardos	Spn	no
y	Spn	no
al	Spn	no
menos	Spn	no
una	Spn	no
bengala	Spn	no
,	PUNCT	no
que	Spn	no
asustaron	Spn	no
a	Spn	no
la	Spn	no
gente	Spn	no
.	PUNCT	no
Numerosos	Spn	no
testigos	Spn	no
afirmaron	Spn	no
que	Spn	no
en	Spn	no
el	Spn	no
estadio	Spn	no
había	Spn	no
mucha	Spn	no
más	Spn	no
gente	Spn	no
de	Spn	no
lo	Spn	no
permitido	Spn	no
.	PUNCT	no
ú	X	no
La	Spn	no
preciosa	Spn	no
Alexandra	Spn	no
estÃ	Spn	no
¡	X	no
en	Spn	no
problemas	Spn	no
.	PUNCT	no
Alexandra	Spn	no
Larsson	Spn	no
sigue	Spn	no
en	Spn	no
boca	Spn	no
de	Spn	no
todos	Spn	no
luego	Spn	no
de	Spn	no
conocerse	Spn	no
que	Spn	no
existe	Spn	no
un	Spn	no
video	Spn	no
en	Spn	no
el	Spn	no
que	Spn	no
aparece	Spn	no
'	PUNCT	no
enfiestada	Spn	no
'	PUNCT	no
con	Spn	no
tres	Spn	no
hombres	Spn	no
.	PUNCT	no
'	PUNCT	no
Ya	Spn	no
dije	Spn	no
todo	Spn	no
lo	Spn	no
que	Spn	no
tenía	Spn	no
que	Spn	no
decir	Spn	no
,	PUNCT	no
acá	Spn	no
hay	Spn	no
una	Spn	no
denuncia	Spn	no
por	Spn	no
extorsión	Spn	no
,	PUNCT	no
esta	Spn	no
persona	Spn	no
me	Spn	no
hizo	Spn	no
un	Spn	no
infierno	Spn	no
y	Spn	no
no	Spn	no
me	Spn	no
dejó	Spn	no
dormir	Spn	no
'	PUNCT	no
,	PUNCT	no
aseguró	Spn	no
.	PUNCT	no
Sin	Spn	no
dudas	Spn	no
,	PUNCT	no
la	Spn	no
sueca	Spn	no
Alexandra	Spn	no
Larsson	Spn	no
es	Spn	no
la	Spn	no
figura	Spn	no
mediática	Spn	no
más	Spn	no
importante	Spn	no
del	Spn	no
momento	Spn	no
,	PUNCT	no
y	Spn	no
no	Spn	no
por	Spn	no
su	Spn	no
sorpresiva	Spn	no
incorporación	Spn	no
en	Spn	no
el	Spn	no
Bailando	Spn	no
por	Spn	no
un	Spn	no
Sueño	Spn	no
,	PUNCT	no
precisamente	Spn	no
...	PUNCT	no
El	Spn	no
video	Spn	no
sexual	Spn	no
en	Spn	no
el	Spn	no
que	Spn	no
aparecería	Spn	no
teniendo	Spn	no
sexo	Spn	no
con	Spn	no
otros	Spn	no
tres	Spn	no
hombres	Spn	no
,	PUNCT	no
más	Spn	no
los	Spn	no
trascendidos	Spn	no
por	Spn	no
supuestas	Spn	no
extorsiones	Spn	no
por	Spn	no
parte	Spn	no
de	Spn	no
su	Spn	no
ex	Spn	no
novio	Spn	no
y	Spn	no
de	Spn	no
sus	Spn	no
amigos	Spn	no
,	PUNCT	no
tienen	Spn	no
bastante	Spn	no
preocupada	Spn	no
y	Spn	no
mal	Spn	no
a	Spn	no
Alexandra	Spn	no
.	PUNCT	no
'	PUNCT	no
Yo	Spn	no
ya	Spn	no
dije	Spn	no
todo	Spn	no
lo	Spn	no
que	Spn	no
tenía	Spn	no
que	Spn	no
decir	Spn	no
.	PUNCT	no
Ya	Spn	no
hice	Spn	no
una	Spn	no
denuncia	Spn	no
por	Spn	no
extorsión	Spn	no
,	PUNCT	no
está	Spn	no
en	Spn	no
manos	Spn	no
de	Spn	no
mis	Spn	no
abogados	Spn	no
.	PUNCT	no
La	Spn	no
gente	Spn	no
habla	Spn	no
mentiras	Spn	no
.	PUNCT	no
No	Spn	no
es	Spn	no
para	Spn	no
hacer	Spn	no
prensa	Spn	no
.	PUNCT	no
Cada	Spn	no
persona	Spn	no
tiene	Spn	no
derecho	Spn	no
de	Spn	no
opinar	Spn	no
lo	Spn	no
que	Spn	no
quiere	Spn	no
,	PUNCT	no
ya	Spn	no
está	Spn	no
en	Spn	no
las	Spn	no
manos	Spn	no
de	Spn	no
la	Spn	no
Justicia	Spn	no
.	PUNCT	no
Fue	Spn	no
duro	Spn	no
lo	Spn	no
que	Spn	no
pasó	Spn	no
'	PUNCT	no
,	PUNCT	no
afirmó	Spn	no
la	Spn	no
modelo	Spn	no
en	Spn	no
diálogo	Spn	no
con	Spn	no
el	Spn	no
programa	Spn	no
radial	Spn	no
Todo	Spn	no
por	Spn	no
Hacer	Spn	no
.	PUNCT	no
'	PUNCT	no
Esto	Spn	no
se	Spn	no
trata	Spn	no
de	Spn	no
una	Spn	no
denuncia	Spn	no
contra	Spn	no
una	Spn	no
extorsión	Spn	no
.	PUNCT	no
Una	Spn	no
persona	Spn	no
me	Spn	no
hizo	Spn	no
un	Spn	no
infierno	Spn	no
y	Spn	no
no	Spn	no
me	Spn	no
dejó	Spn	no
dormir	Spn	no
tranquila	Spn	no
'	PUNCT	no
,	PUNCT	no
señaló	Spn	no
la	Spn	no
sueca	Spn	no
con	Spn	no
respecto	Spn	no
a	Spn	no
las	Spn	no
acciones	Spn	no
legales	Spn	no
contra	Spn	no
su	Spn	no
ex	Spn	no
novio	Spn	no
Leandro	Spn	no
Serrat	Spn	no
.	PUNCT	no
Por	Spn	no
otra	Spn	no
parte	Spn	no
,	PUNCT	no
explicó	Spn	no
porqué	Spn	no
decidió	Spn	no
renunciar	Spn	no
a	Spn	no
la	Spn	no
obra	Spn	no
teatral	Spn	no
que	Spn	no
encabeza	Spn	no
Miguel	Spn	no
del	Spn	no
Sel	Spn	no
:	PUNCT	no
'	PUNCT	no
No	Spn	no
sé	Spn	no
qué	Spn	no
va	Spn	no
a	Spn	no
pasar	Spn	no
en	Spn	no
el	Spn	no
verano	Spn	no
.	PUNCT	no
Sentí	Spn	no
que	Spn	no
no	Spn	no
tenía	Spn	no
el	Spn	no
compromiso	Spn	no
de	Spn	no
ir	Spn	no
a	Spn	no
los	Spn	no
ensayos	Spn	no
a	Spn	no
hacer	Spn	no
mi	Spn	no
trabajo	Spn	no
como	Spn	no
corresponde	Spn	no
,	PUNCT	no
para	Spn	no
no	Spn	no
faltar	Spn	no
el	Spn	no
respeto	Spn	no
a	Spn	no
nadie	Spn	no
,	PUNCT	no
sentí	Spn	no
que	Spn	no
me	Spn	no
tenía	Spn	no
que	Spn	no
ir	Spn	no
.	PUNCT	no
No	Spn	no
tengo	Spn	no
nada	Spn	no
en	Spn	no
contra	Spn	no
de	Spn	no
la	Spn	no
obra	Spn	no
'	PUNCT	no
.	PUNCT	no
A	Spn	no
continuación	Spn	no
,	PUNCT	no
negó	Spn	no
haber	Spn	no
tenido	Spn	no
una	Spn	no
propuesta	Spn	no
para	Spn	no
formar	Spn	no
parte	Spn	no
de	Spn	no
la	Spn	no
nueva	Spn	no
comedia	Spn	no
que	Spn	no
protagonizarán	Spn	no
Peter	Spn	no
Alfonso	Spn	no
y	Spn	no
Paula	Spn	no
Cháves	Spn	no
en	Spn	no
Carlos	Spn	no
Paz	Spn	no
.	PUNCT	no
Por	Spn	no
ahora	Spn	no
,	PUNCT	no
Alexandra	Spn	no
planea	Spn	no
quedarse	Spn	no
en	Spn	no
el	Spn	no
país	Spn	no
.	PUNCT	no
'	PUNCT	no
Por	Spn	no
ahora	Spn	no
sí	Spn	no
,	PUNCT	no
Es	Spn	no
re	Spn	no
loco	Spn	no
porque	Spn	no
cuando	Spn	no
estoy	Spn	no
en	Spn	no
Estocolmo	Spn	no
extraño	Spn	no
Buenos	Spn	no
Aires	Spn	no
.	PUNCT	no
Y	Spn	no
acá	Spn	no
extraño	Spn	no
a	Spn	no
mi	Spn	no
familia	Spn	no
.	PUNCT	no
Lo	Spn	no
que	Spn	no
pasa	Spn	no
es	Spn	no
que	Spn	no
yo	Spn	no
sufro	Spn	no
muchísimo	Spn	no
del	Spn	no
frío	Spn	no
.	PUNCT	no
Allá	Spn	no
en	Spn	no
invierno	Spn	no
hace	Spn	no
hasta	Spn	no
20	NUM	no
grados	Spn	no
bajo	Spn	no
cero	Spn	no
'	PUNCT	no
,	PUNCT	no
contó	Spn	no
.	PUNCT	no
Imagen	Spn	no
ilustrativa	Spn	no
.	PUNCT	no
Un	Spn	no
gran	Spn	no
planetoide	Spn	no
de	Spn	no
45	NUM	no
metros	Spn	no
de	Spn	no
diámetro	Spn	no
se	Spn	no
convirtió	Spn	no
en	Spn	no
la	Spn	no
mayor	Spn	no
aproximación	Spn	no
de	Spn	no
un	Spn	no
objeto	Spn	no
tan	Spn	no
amplio	Spn	no
a	Spn	no
nuestro	Spn	no
planeta	Spn	no
.	PUNCT	no
El	Spn	no
DA	Spn	no
14	NUM	no
pasó	Spn	no
a	Spn	no
27	NUM	no
.	PUNCT	no
000	NUM	no
kilómetros	Spn	no
cerca	Spn	no
de	Spn	no
las	Spn	no
16	NUM	no
.	PUNCT	no
30	NUM	no
de	Spn	no
Argentina	Spn	no
.	PUNCT	no
El	Spn	no
asteroide	Spn	no
de	Spn	no
45	NUM	no
metros	Spn	no
,	PUNCT	no
bautizado	Spn	no
2012	NUM	no
DA	Spn	no
14	NUM	no
,	PUNCT	no
alcanzó	Spn	no
el	Spn	no
punto	Spn	no
más	Spn	no
cercano	Spn	no
a	Spn	no
los	Spn	no
27	NUM	no
.	PUNCT	no
000	NUM	no
km	Spn	no
alrededor	Spn	no
de	Spn	no
las	Spn	no
16	NUM	no
.	PUNCT	no
30	NUM	no
de	Spn	no
Argentina	Spn	no
(	PUNCT	no
19H25	X	no
GMT	Spn	no
,	PUNCT	no
según	Spn	no
afirmó	Spn	no
la	Spn	no
NASA	Eng-NE	no
)	PUNCT	no
.	PUNCT	no
“	PUNCT	no
La	Spn	no
distancia	Spn	no
es	Spn	no
bastante	Spn	no
amplia	Spn	no
de	Spn	no
la	Spn	no
Tierra	Spn	no
y	Spn	no
del	Spn	no
enjambre	Spn	no
de	Spn	no
satélites	Spn	no
terrestres	Spn	no
,	PUNCT	no
incluyendo	Spn	no
la	Spn	no
Estación	Spn	no
Espacial	Spn	no
Internacional	Spn	no
”	Spn	no
,	PUNCT	no
destacó	Spn	no
en	Spn	no
un	Spn	no
comunicado	Spn	no
.	PUNCT	no
De	Spn	no
todas	Spn	no
formas	Spn	no
,	PUNCT	no
el	Spn	no
“	PUNCT	no
2012	NUM	no
DA14	X	no
es	Spn	no
la	Spn	no
mayor	Spn	no
aproximación	Spn	no
a	Spn	no
la	Spn	no
Tierra	Spn	no
de	Spn	no
un	Spn	no
objeto	Spn	no
tan	Spn	no
grande	Spn	no
”	PUNCT	no
.	PUNCT	no
La	Spn	no
agencia	Spn	no
espacial	Spn	no
había	Spn	no
insistido	Spn	no
en	Spn	no
que	Spn	no
no	Spn	no
se	Spn	no
debía	Spn	no
temer	Spn	no
:	PUNCT	no
“	PUNCT	no
La	Spn	no
NASA	Eng-NE	no
tiene	Spn	no
una	Spn	no
gran	Spn	no
prioridad	Spn	no
en	Spn	no
rastrear	Spn	no
asteroides	Spn	no
y	Spn	no
proteger	Spn	no
nuestro	Spn	no
planeta	Spn	no
de	Spn	no
ellos	Spn	no
”	PUNCT	no
.	PUNCT	no
El	Spn	no
asteroide	Spn	no
no	Spn	no
llegó	Spn	no
a	Spn	no
los	Spn	no
10	NUM	no
km	Spn	no
de	Spn	no
largo	Spn	no
que	Spn	no
tenía	Spn	no
el	Spn	no
meteorito	Spn	no
que	Spn	no
chocó	Spn	no
con	Spn	no
la	Spn	no
Tierra	Spn	no
y	Spn	no
provocó	Spn	no
la	Spn	no
extinción	Spn	no
de	Spn	no
los	Spn	no
dinosaurios	Spn	no
,	PUNCT	no
pero	Spn	no
era	Spn	no
lo	Spn	no
suficientemente	Spn	no
grande	Spn	no
como	Spn	no
para	Spn	no
limpiar	Spn	no
una	Spn	no
amplia	Spn	no
región	Spn	no
urbana	Spn	no
si	Spn	no
se	Spn	no
registrara	Spn	no
una	Spn	no
colisión	Spn	no
.	PUNCT	no
El	Spn	no
asteroide	Spn	no
,	PUNCT	no
que	Spn	no
fue	Spn	no
visible	Spn	no
en	Spn	no
el	Spn	no
este	Spn	no
de	Spn	no
Europa	Spn	no
,	PUNCT	no
Australia	Spn	no
y	Spn	no
Asia	Spn	no
,	PUNCT	no
brindó	Spn	no
“	PUNCT	no
una	Spn	no
oportunidad	Spn	no
única	Spn	no
para	Spn	no
los	Spn	no
investigadores	Spn	no
de	Spn	no
estudiar	Spn	no
el	Spn	no
objeto	Spn	no
de	Spn	no
cerca	Spn	no
”	Spn	no
.	PUNCT	no
La	Spn	no
NASA	Eng-NE	no
estima	Spn	no
que	Spn	no
asteroides	Spn	no
tan	Spn	no
pequeños	Spn	no
como	Spn	no
el	Spn	no
2012	NUM	no
DA	Spn	no
14	NUM	no
se	Spn	no
acercan	Spn	no
a	Spn	no
nuestro	Spn	no
planeta	Spn	no
cada	Spn	no
40	NUM	no
años	Spn	no
en	Spn	no
promedio	Spn	no
,	PUNCT	no
pero	Spn	no
sólo	Spn	no
llegan	Spn	no
a	Spn	no
colisionar	Spn	no
cada	Spn	no
1	NUM	no
200	NUM	no
años	Spn	no
.	PUNCT	no
La	Spn	no
agencia	Spn	no
espacial	Spn	no
estadounidense	Spn	no
no	Spn	no
precisó	Spn	no
si	Spn	no
el	Spn	no
acercamiento	Spn	no
del	Spn	no
2012	NUM	no
DA	Spn	no
14	NUM	no
está	Spn	no
relacionado	Spn	no
con	Spn	no
el	Spn	no
choque	Spn	no
de	Spn	no
varios	Spn	no
meteoritos	Spn	no
que	Spn	no
cayeron	Spn	no
este	Spn	no
viernes	Spn	no
en	Spn	no
la	Spn	no
región	Spn	no
rusa	Spn	no
de	Spn	no
los	Spn	no
Urales	Spn	no
,	PUNCT	no
hiriendo	Spn	no
al	Spn	no
menos	Spn	no
a	Spn	no
400	NUM	no
personas	Spn	no
.	PUNCT	no
“	PUNCT	no
A	Spn	no
las	Spn	no
09H20	X	no
(	PUNCT	no
03H20	X	no
GMT	Spn	no
)	PUNCT	no
se	Spn	no
observó	Spn	no
un	Spn	no
objeto	Spn	no
en	Spn	no
Cheliabinsk	Spn	no
que	Spn	no
volaba	Spn	no
a	Spn	no
gran	Spn	no
velocidad	Spn	no
y	Spn	no
dejaba	Spn	no
un	Spn	no
rastro	Spn	no
.	PUNCT	no
Dos	Spn	no
minutos	Spn	no
después	Spn	no
se	Spn	no
escucharon	Spn	no
dos	Spn	no
explosiones	Spn	no
”	PUNCT	no
,	PUNCT	no
indicó	Spn	no
un	Spn	no
responsable	Spn	no
de	Spn	no
la	Spn	no
Oficina	Spn	no
Regional	Spn	no
de	Spn	no
Situaciones	Spn	no
de	Spn	no
Emergencia	Spn	no
,	PUNCT	no
Yuri	Spn	no
Burenko	Spn	no
,	PUNCT	no
en	Spn	no
un	Spn	no
comunicado	Spn	no
.	PUNCT	no
Las	Spn	no
violentas	Spn	no
explosiones	Spn	no
